augmentation_couple,augmentation_1,augmentation_2,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,average
Magnitude Warp_Channel_Shuffle,Magnitude Warp,Channel_Shuffle,0.9172019958496094,0.937901496887207,0.9378571510314941,0.9172019958496094,0.9586009979248047,0.9170836210250854,0.979285717010498,0.9170836210250854,0.9586009979248047,0.9172019958496094,0.9358019828796387
Magnitude Warp_Noise+Scaling,Magnitude Warp,Noise+Scaling,0.9585714340209961,0.9171428680419922,0.9378571510314941,0.937901496887207,0.8965024948120117,0.9585714340209961,0.8965024948120117,0.9172019958496094,0.9378571510314941,0.9378571510314941,0.9295965433120728
Magnitude Warp_Mag_warp+Noise,Magnitude Warp,Mag_warp+Noise,0.9585714340209961,0.9378571510314941,0.9171428680419922,0.9378571510314941,0.9171428680419922,0.9378571510314941,0.9585714340209961,0.9378571510314941,0.9585714340209961,0.9171428680419922,0.9378571510314941
Magnitude Warp_scaling+flip,Magnitude Warp,scaling+flip,0.8965024948120117,0.937901496887207,0.8551034927368164,0.8344039916992188,0.8548963665962219,0.8965024948120117,0.8964285850524902,0.9172019958496094,0.9378571510314941,0.8551034927368164,0.8881901502609253
Random Sampling_Noise,Random Sampling,Noise,0.9378127455711365,0.9378571510314941,0.9585714340209961,0.9585714340209961,0.9585714340209961,0.9585418105125427,0.9378127455711365,0.9378571510314941,0.9172019958496094,0.9585714340209961,0.9461369514465332
Random Sampling_Scaling,Random Sampling,Scaling,0.8551034927368164,0.9172019958496094,0.9585714340209961,0.9171428680419922,0.9378571510314941,0.9585714340209961,0.8964285850524902,0.9378571510314941,0.8758029937744141,0.9378571510314941,0.9192394018173218
Random Sampling_Magnitude Warp,Random Sampling,Magnitude Warp,0.937901496887207,0.9378571510314941,0.979285717010498,1.0,0.937901496887207,0.979285717010498,0.9586009979248047,0.9585714340209961,0.8965024948120117,0.937901496887207,0.9523808360099792
Random Sampling_Random Sampling,Random Sampling,Random Sampling,0.9171428680419922,0.9378571510314941,0.9585714340209961,0.979285717010498,0.9378127455711365,0.9378571510314941,0.979285717010498,0.8963545560836792,0.979285717010498,0.937901496887207,0.946135401725769
Random Sampling_Flip,Random Sampling,Flip,0.8965762853622437,0.979285717010498,0.9378571510314941,0.9585714340209961,0.9172610640525818,0.979285717010498,0.9172019958496094,0.979285717010498,0.9172019958496094,0.9586009979248047,0.9441127777099609
Random Sampling_Drop,Random Sampling,Drop,0.9171428680419922,0.9585418105125427,0.9170836210250854,0.9170836210250854,0.8963545560836792,0.9586009979248047,0.9378127455711365,0.875980019569397,0.9378571510314941,0.8965024948120117,0.9212960004806519
Random Sampling_Time Warp,Random Sampling,Time Warp,0.9585714340209961,0.9378571510314941,0.9378127455711365,0.9378571510314941,0.979285717010498,0.979285717010498,0.9585714340209961,0.979285717010498,0.9171428680419922,0.979285717010498,0.9564956426620483
Random Sampling_Permutation,Random Sampling,Permutation,0.8965024948120117,0.8964285850524902,0.9378571510314941,0.9378571510314941,0.9172019958496094,0.9171428680419922,0.9585714340209961,0.9171428680419922,0.9172019958496094,0.8965024948120117,0.9192408323287964
Random Sampling_Negation,Random Sampling,Negation,0.937901496887207,0.9585418105125427,0.9170836210250854,0.9172019958496094,0.9585714340209961,0.8965762853622437,0.9378127455711365,0.937901496887207,0.9585714340209961,0.937901496887207,0.935806393623352
Random Sampling_Channel_Shuffle,Random Sampling,Channel_Shuffle,0.9378127455711365,0.9378571510314941,0.9171428680419922,0.9378571510314941,0.9170836210250854,0.9378571510314941,0.9171428680419922,0.9378127455711365,0.9378571510314941,0.9585714340209961,0.9336994886398315
Random Sampling_Noise+Scaling,Random Sampling,Noise+Scaling,0.9172019958496094,0.8758029937744141,0.8965762853622437,0.8964285850524902,0.9171428680419922,0.8758029937744141,0.9378571510314941,0.8757143020629883,0.8550000190734863,0.9379457831382751,0.8985472917556763
Random Sampling_Mag_warp+Noise,Random Sampling,Mag_warp+Noise,0.9170836210250854,0.9170836210250854,0.9378127455711365,0.8963545560836792,0.937901496887207,0.8964285850524902,0.9170836210250854,0.8758029937744141,0.9585418105125427,0.8756254315376282,0.9129718542098999
Random Sampling_scaling+flip,Random Sampling,scaling+flip,0.8758029937744141,0.8756254315376282,0.8964285850524902,0.9378571510314941,1.0,0.9377682209014893,0.9585418105125427,0.9171428680419922,0.9793004989624023,0.8757143020629883,0.9254181981086731
Flip_Noise,Flip,Noise,0.9172019958496094,0.9378127455711365,0.9793004989624023,0.8551034927368164,0.8962804079055786,0.9585121870040894,0.8758029937744141,0.9172019958496094,0.9172019958496094,0.9586009979248047,0.9213019609451294
Flip_Scaling,Flip,Scaling,0.8757143020629883,0.9378571510314941,0.8757143020629883,0.8963545560836792,0.9171428680419922,0.9379457831382751,0.9377682209014893,0.9171428680419922,0.8964285850524902,0.9377682209014893,0.9129835963249207
Flip_Magnitude Warp,Flip,Magnitude Warp,0.9172019958496094,0.9586009979248047,0.9172610640525818,0.9586009979248047,0.9172610640525818,0.9172610640525818,0.9586009979248047,0.9585714340209961,0.9793004989624023,0.9586305022239685,0.9441291093826294
Flip_Random Sampling,Flip,Random Sampling,0.937901496887207,0.937901496887207,0.937901496887207,0.9793004989624023,0.937901496887207,0.9586009979248047,0.937901496887207,0.7723054885864258,0.9585714340209961,1.0,0.9358285665512085
Flip_Flip,Flip,Flip,0.9171428680419922,0.9171428680419922,0.8965024948120117,0.9378571510314941,0.8965024948120117,0.9585714340209961,0.937901496887207,0.9586009979248047,0.9586009979248047,0.9586009979248047,0.933742344379425
Flip_Drop,Flip,Drop,0.8964285850524902,0.8547925353050232,0.9170836210250854,0.8758029937744141,0.9170836210250854,0.8962804079055786,0.8964285850524902,0.9170836210250854,0.9171428680419922,0.9378127455711365,0.9025939702987671
Flip_Time Warp,Flip,Time Warp,0.8963545560836792,0.9585418105125427,0.9586009979248047,0.9585418105125427,0.9585418105125427,0.9378571510314941,0.937901496887207,0.9585714340209961,0.9585714340209961,0.9585418105125427,0.9482024312019348
Flip_Permutation,Flip,Permutation,0.937901496887207,0.9585714340209961,0.979285717010498,0.9171428680419922,0.9378571510314941,0.979285717010498,0.9378571510314941,0.9378571510314941,0.979285717010498,0.9585714340209961,0.9523615837097168
Flip_Negation,Flip,Negation,0.9170836210250854,0.9378571510314941,0.9171428680419922,0.937901496887207,0.9172019958496094,0.9172019958496094,0.9170836210250854,0.9378571510314941,0.9586009979248047,0.9170836210250854,0.9275014996528625
Flip_Channel_Shuffle,Flip,Channel_Shuffle,0.9170836210250854,0.8964285850524902,0.937901496887207,0.979285717010498,0.9585418105125427,0.8758915662765503,1.0,0.9378127455711365,0.9378571510314941,0.8964285850524902,0.9337232708930969
Flip_Noise+Scaling,Flip,Noise+Scaling,0.979285717010498,0.9378571510314941,0.9378127455711365,0.9172610640525818,0.9378571510314941,0.9585714340209961,0.8966500163078308,0.9585714340209961,0.8964285850524902,0.9172019958496094,0.933749794960022
Flip_Mag_warp+Noise,Flip,Mag_warp+Noise,0.9585714340209961,0.9170836210250854,0.8758029937744141,0.979285717010498,0.8963545560836792,0.8548963665962219,0.937901496887207,0.9378127455711365,0.9585714340209961,0.8342857360839844,0.915056586265564
Flip_scaling+flip,Flip,scaling+flip,0.9585714340209961,1.0,0.979285717010498,1.0,0.9378571510314941,0.9378571510314941,0.9585714340209961,0.9585714340209961,0.9585418105125427,0.979285717010498,0.9668540954589844
Drop_Noise,Drop,Noise,0.937901496887207,0.937901496887207,0.9793004989624023,0.9377682209014893,0.8962804079055786,0.937901496887207,0.9793004989624023,0.8758915662765503,0.8964285850524902,0.9379457831382751,0.9316619038581848
Drop_Scaling,Drop,Scaling,0.9585418105125427,0.9585418105125427,0.979285717010498,0.9585418105125427,0.8139700889587402,0.9170836210250854,0.8962804079055786,0.9585418105125427,0.9585418105125427,0.9172019958496094,0.9316531419754028
Drop_Magnitude Warp,Drop,Magnitude Warp,0.9378571510314941,0.9170836210250854,0.9172019958496094,0.9378571510314941,0.9170836210250854,0.9172610640525818,0.9586009979248047,0.8965762853622437,0.9586009979248047,0.9378127455711365,0.929593563079834
Drop_Random Sampling,Drop,Random Sampling,0.9378571510314941,0.9585714340209961,0.979285717010498,0.9585714340209961,0.937901496887207,0.9172610640525818,0.8758029937744141,0.9378571510314941,0.9171428680419922,0.9585714340209961,0.9378823041915894
Drop_Flip,Drop,Flip,0.9378571510314941,0.9170836210250854,0.9171428680419922,0.8964285850524902,0.9378571510314941,0.9378571510314941,0.9170836210250854,0.979285717010498,0.9171428680419922,0.8552068471908569,0.9212945103645325
Drop_Drop,Drop,Drop,0.8757143020629883,0.9170836210250854,0.8963545560836792,0.937901496887207,0.9585714340209961,0.8137044906616211,0.9172019958496094,0.7516059875488281,0.8757143020629883,0.8757143020629883,0.8819566965103149
Drop_Time Warp,Drop,Time Warp,0.8963545560836792,0.8756254315376282,0.937901496887207,0.8758029937744141,0.979285717010498,0.8758915662765503,0.937901496887207,0.937901496887207,0.9585714340209961,0.8552068471908569,0.913044273853302
Drop_Permutation,Drop,Permutation,0.9378127455711365,0.9378127455711365,0.979285717010498,0.9171428680419922,0.9378127455711365,0.9170836210250854,0.9378571510314941,0.8963545560836792,0.8548963665962219,0.8963545560836792,0.921241283416748
Drop_Negation,Drop,Negation,0.979285717010498,0.9585714340209961,0.979285717010498,0.937901496887207,0.937901496887207,0.9585714340209961,0.9378571510314941,0.979285717010498,0.937901496887207,1.0,0.9606561660766602
Drop_Channel_Shuffle,Drop,Channel_Shuffle,0.979285717010498,1.0,0.979285717010498,0.9378571510314941,0.979285717010498,1.0,0.9585714340209961,1.0,1.0,0.9378571510314941,0.9772142171859741
Drop_Noise+Scaling,Drop,Noise+Scaling,0.979285717010498,0.979285717010498,0.979285717010498,0.9585418105125427,0.9585714340209961,0.9171428680419922,0.979285717010498,0.9378127455711365,0.979285717010498,0.8963545560836792,0.9564851522445679
Drop_Mag_warp+Noise,Drop,Mag_warp+Noise,0.9585714340209961,0.8757143020629883,0.979285717010498,0.9585714340209961,0.9379457831382751,0.979285717010498,0.9172019958496094,0.9585714340209961,0.9585714340209961,0.9378571510314941,0.9461576342582703
Drop_scaling+flip,Drop,scaling+flip,0.9172019958496094,0.8550000190734863,0.9586009979248047,0.9585714340209961,0.9172610640525818,0.9172019958496094,0.9378571510314941,0.979285717010498,0.9172019958496094,0.937901496887207,0.9296084642410278
Time Warp_Noise,Time Warp,Noise,0.9585418105125427,0.9585714340209961,0.9585714340209961,0.9170243144035339,0.9585714340209961,0.9585714340209961,0.979285717010498,0.979285717010498,0.979285717010498,0.979285717010498,0.9626995325088501
Time Warp_Scaling,Time Warp,Scaling,0.9378571510314941,0.9172610640525818,0.9585714340209961,0.9585714340209961,0.9171428680419922,0.9586009979248047,0.9170836210250854,0.937901496887207,0.8964285850524902,0.9378127455711365,0.9337231516838074
Time Warp_Magnitude Warp,Time Warp,Magnitude Warp,0.8962804079055786,0.9378127455711365,0.8965024948120117,0.8965024948120117,0.9378571510314941,0.937901496887207,0.937901496887207,0.9378571510314941,0.9378571510314941,0.9378127455711365,0.925428569316864
Time Warp_Random Sampling,Time Warp,Random Sampling,0.9378571510314941,0.8964285850524902,0.8964285850524902,0.9378571510314941,0.9585714340209961,0.9585714340209961,0.9585714340209961,0.9378571510314941,0.9585714340209961,0.979285717010498,0.9420000314712524
Time Warp_Flip,Time Warp,Flip,0.9585714340209961,0.9378127455711365,0.979285717010498,0.979285717010498,1.0,1.0,0.9585714340209961,1.0,0.8963545560836792,0.9378571510314941,0.964773952960968
Time Warp_Drop,Time Warp,Drop,0.8965024948120117,0.9171428680419922,0.8965762853622437,0.9586305022239685,0.9378571510314941,0.9585714340209961,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.9585714340209961,0.9337424039840698
Time Warp_Time Warp,Time Warp,Time Warp,0.9172019958496094,0.8758915662765503,0.8963545560836792,0.8758915662765503,0.8755365014076233,0.9170836210250854,0.9585714340209961,0.9585714340209961,0.8340486288070679,0.8758029937744141,0.8984953761100769
Time Warp_Permutation,Time Warp,Permutation,0.8965024948120117,0.979285717010498,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9586009979248047,0.979285717010498,0.9585714340209961,0.9586009979248047,0.9585714340209961,0.9585846662521362
Time Warp_Negation,Time Warp,Negation,0.8967236280441284,1.0,1.0,1.0,0.9585714340209961,0.979285717010498,1.0,0.979285717010498,0.9585714340209961,0.979285717010498,0.9751724004745483
Time Warp_Channel_Shuffle,Time Warp,Channel_Shuffle,0.937901496887207,0.8757143020629883,0.9171428680419922,0.937901496887207,0.8758029937744141,0.8551034927368164,0.9585714340209961,0.9585714340209961,0.8964285850524902,0.9171428680419922,0.9130281209945679
Time Warp_Noise+Scaling,Time Warp,Noise+Scaling,0.9172019958496094,0.9792709350585938,0.9378571510314941,0.9585418105125427,0.9378571510314941,0.9793004989624023,0.8965024948120117,0.9378571510314941,0.9585418105125427,0.937901496887207,0.9440832138061523
Time Warp_Mag_warp+Noise,Time Warp,Mag_warp+Noise,0.9378127455711365,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.8963545560836792,0.9378571510314941,0.9585714340209961,0.9357739686965942
Time Warp_scaling+flip,Time Warp,scaling+flip,0.979285717010498,0.9585714340209961,0.9378571510314941,0.9585714340209961,0.9585714340209961,0.9378571510314941,0.9171428680419922,0.9378571510314941,0.937901496887207,0.9585714340209961,0.9482187032699585
Permutation_Noise,Permutation,Noise,0.9378571510314941,0.9170836210250854,0.9378571510314941,0.9586009979248047,0.979285717010498,0.9586009979248047,0.9170836210250854,0.9172019958496094,0.9378571510314941,0.979285717010498,0.9440714120864868
Permutation_Scaling,Permutation,Scaling,0.9378571510314941,0.9585714340209961,0.979285717010498,0.9171428680419922,0.979285717010498,0.979285717010498,0.979285717010498,0.979285717010498,0.979285717010498,0.9793004989624023,0.9668585658073425
Permutation_Magnitude Warp,Permutation,Magnitude Warp,0.8963545560836792,0.9585714340209961,0.9378571510314941,0.9171428680419922,0.9171428680419922,0.8964285850524902,0.8964285850524902,0.9171428680419922,0.9378571510314941,0.8964285850524902,0.9171354174613953
Permutation_Random Sampling,Permutation,Random Sampling,0.9378571510314941,1.0,0.9585714340209961,0.8758029937744141,0.979285717010498,0.9170836210250854,0.9585714340209961,0.979285717010498,0.9171428680419922,0.9378571510314941,0.9461458325386047
Permutation_Flip,Permutation,Flip,0.9378127455711365,0.9378127455711365,0.9170243144035339,0.9378127455711365,0.8962804079055786,0.9170243144035339,0.8962804079055786,0.9170243144035339,0.9377682209014893,0.8962804079055786,0.9191120266914368
Permutation_Drop,Permutation,Drop,0.9585714340209961,0.9585714340209961,0.9585714340209961,0.979285717010498,0.9586009979248047,0.9585714340209961,0.9586305022239685,0.8965762853622437,0.9172019958496094,0.9585714340209961,0.9503152966499329
Permutation_Time Warp,Permutation,Time Warp,0.937901496887207,0.9585714340209961,0.979285717010498,0.9171428680419922,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9171428680419922,0.9378571510314941,0.937901496887207,0.9482232332229614
Permutation_Permutation,Permutation,Permutation,0.9170836210250854,0.9172019958496094,0.9171428680419922,0.8758915662765503,0.9170836210250854,0.8964285850524902,0.9586009979248047,0.8758915662765503,0.8965762853622437,0.9171428680419922,0.9089043736457825
Permutation_Negation,Permutation,Negation,0.8966500163078308,0.9172019958496094,0.8758915662765503,0.9172019958496094,0.9172610640525818,0.8345221281051636,0.937901496887207,0.9586009979248047,0.9586009979248047,0.9171428680419922,0.9130975008010864
Permutation_Channel_Shuffle,Permutation,Channel_Shuffle,0.9585418105125427,0.9585418105125427,0.9172610640525818,0.9172610640525818,0.9585714340209961,0.937901496887207,0.9586009979248047,0.8963545560836792,0.979285717010498,0.9585714340209961,0.9440892338752747
Permutation_Noise+Scaling,Permutation,Noise+Scaling,0.8963545560836792,0.8756254315376282,0.9170836210250854,0.9172019958496094,0.9171428680419922,0.8965024948120117,0.9378571510314941,0.8963545560836792,0.9585714340209961,0.8757143020629883,0.9088408350944519
Permutation_Mag_warp+Noise,Permutation,Mag_warp+Noise,1.0,0.9585714340209961,0.9378571510314941,0.9585714340209961,0.9172019958496094,0.9378571510314941,0.9585714340209961,0.9585714340209961,1.0,0.9172019958496094,0.9544404149055481
Permutation_scaling+flip,Permutation,scaling+flip,0.9378127455711365,0.9378127455711365,0.9378127455711365,0.9585714340209961,0.9378127455711365,0.9378127455711365,0.9378571510314941,0.937901496887207,0.9172610640525818,0.9585121870040894,0.939916729927063
Negation_Noise,Negation,Noise,0.9172610640525818,0.9585418105125427,0.9171428680419922,0.9379457831382751,0.9172610640525818,0.8758915662765503,0.9172019958496094,0.8965762853622437,0.9586009979248047,0.9172610640525818,0.921368420124054
Negation_Scaling,Negation,Scaling,0.937901496887207,0.9586009979248047,0.9585714340209961,0.979285717010498,1.0,0.875980019569397,0.9585714340209961,0.8757143020629883,0.9585714340209961,0.937901496887207,0.9441097974777222
Negation_Magnitude Warp,Negation,Magnitude Warp,0.937901496887207,0.9585714340209961,0.9172019958496094,0.8758029937744141,0.979285717010498,0.9171428680419922,0.979285717010498,0.8550000190734863,0.9585714340209961,0.9378571510314941,0.9316619634628296
Negation_Random Sampling,Negation,Random Sampling,0.9170836210250854,0.9171428680419922,0.979285717010498,0.9378571510314941,1.0,0.9378571510314941,0.979285717010498,0.9585714340209961,0.979285717010498,0.9378571510314941,0.9544225931167603
Negation_Flip,Negation,Flip,0.8756254315376282,0.8963545560836792,0.8963545560836792,0.8756254315376282,0.8341672420501709,0.8551034927368164,0.8340486288070679,0.8756254315376282,0.8757143020629883,0.8756254315376282,0.8694244623184204
Negation_Drop,Negation,Drop,0.937901496887207,0.9171428680419922,0.9172610640525818,0.9172019958496094,0.9585714340209961,0.9378127455711365,0.9378571510314941,0.8965024948120117,0.9378571510314941,0.9171428680419922,0.9275251626968384
Negation_Time Warp,Negation,Time Warp,0.9171428680419922,0.979285717010498,0.9585714340209961,0.9171428680419922,0.9585714340209961,0.979285717010498,0.979285717010498,0.979285717010498,0.8758029937744141,0.979285717010498,0.952366054058075
Negation_Permutation,Negation,Permutation,0.8964285850524902,0.9171428680419922,0.9378571510314941,0.8963545560836792,0.9585714340209961,0.9171428680419922,0.979285717010498,0.9585714340209961,0.9171428680419922,0.9378571510314941,0.9316354990005493
Negation_Negation,Negation,Negation,0.9585714340209961,0.9378571510314941,0.9378571510314941,0.9378571510314941,0.9171428680419922,0.9585714340209961,0.979285717010498,0.9585714340209961,0.9378571510314941,0.9378571510314941,0.9461427927017212
Negation_Channel_Shuffle,Negation,Channel_Shuffle,0.8965024948120117,0.8962804079055786,0.9792709350585938,0.9585714340209961,0.8965024948120117,0.9170836210250854,0.9378571510314941,0.9585714340209961,0.8554130792617798,0.8963545560836792,0.9192407727241516
Negation_Noise+Scaling,Negation,Noise+Scaling,0.8553100824356079,0.8758915662765503,0.9172019958496094,0.9171428680419922,0.8965024948120117,0.9378571510314941,0.8965024948120117,0.8965024948120117,0.9171428680419922,0.9378571510314941,0.9047910571098328
