TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
39:55.5,0.2702204,-0.05087034,0.05701439,0.46523738,0.25815496,-0.36205178,-0.63750523,0.14736278,0.858493,-0.3668133,-0.33165717,0.800021,0.36045846,-0.4169292,0.19910185,0.32116145,-0.059960634,-0.59925264,-0.23537219,0.13562773,823.1868,853.00366,826.4103,762.74725,811.9048,100,0,0.145019531,0.297607422,0.940734863,1.084136963,2.945861816,2.377624512,1,1,1,1,1,63.94,NaN
39:56.0,0.5743533,-0.104077,0.145468,0.59497046,0.36670017,-0.33054683,-0.556918,0.18395294,0.912576,-0.0842262,-0.07413584,0.8760846,0.3831033,-0.40059036,0.18795039,0.33072004,-0.006980829,-0.53929293,-0.2550742,0.23384784,843.73627,864.2857,866.7033,937.2161,1000.4762,100,0,0.140991211,0.299499512,0.939208984,0.485992432,2.639312744,2.115936279,1,1,1,1,1,63.94,NaN
39:56.5,1.0953717,-0.04493079,0.36309892,1.0009161,0.5847246,-0.2529091,-0.38235426,0.4742325,0.9841925,0.001391558,0.10307365,0.9688677,0.50419104,-0.24150957,0.2678454,0.4900454,0.3365507,-0.34397435,-0.16948928,0.507884,820.3663,861.06226,854.61536,917.8755,913.8461,100,0,0.143371582,0.295532227,0.937072754,0.336456299,2.594451904,2.340240479,1,1,1,1,1,63.94,NaN
39:57.0,1.2850916,0.3571457,0.4111704,1.2553798,0.563064,-0.14569256,-0.36350664,0.49949917,0.9212771,0.049111202,0.16518211,0.9004057,0.5613702,-0.19973838,0.3261346,0.55931044,0.3909961,-0.38010064,-0.18112612,0.54586923,830.0366,856.63007,829.2308,753.47986,726.08057,100,0,0.140441895,0.298400879,0.942687988,0.687866211,2.616882324,2.444915771,1,1,1,1,1,63.94,NaN
39:57.5,1.3425524,0.47735187,0.42022103,1.3773056,0.4525711,-0.031420935,-0.33361438,0.46187836,0.9292682,0.2746066,0.1689091,0.9020569,0.5487245,-0.1848029,0.33136612,0.52086437,0.4082017,-0.45360708,-0.14969805,0.5496101,849.3773,853.4066,812.3077,765.9707,782.49084,100,0,0.133300781,0.297180176,0.941101074,0.814971924,3.087921143,2.743988037,1,1,1,1,1,63.94,NaN
39:58.0,1.1352956,0.51161045,0.27717867,1.2396723,0.034081966,-0.06321203,-0.2662188,0.22151935,0.6031567,0.2746066,0.22171573,0.6548856,0.36341676,-0.3409227,0.20142005,0.37588957,0.1310097,-0.6472158,-0.19518459,0.28144875,858.24176,856.63007,858.24176,900.54944,826.0073,94.00001,0,0.135253906,0.297424316,0.942260742,1.114044189,2.930908203,2.542114258,1,1,1,1,1,63.94,NaN
39:58.5,0.8589097,0.28134018,0.2737684,0.9686084,0.11329176,-0.19945952,-0.07372515,0.2534043,0.68209344,0.26619017,0.18762144,0.60350734,0.24306504,-0.470917,0.14488073,0.2542858,0.023072964,-0.7127938,-0.24824287,0.13424139,832.0513,859.0476,827.619,730.5128,698.68134,94.00001,0,0.135742188,0.295532227,0.940612793,0.254211426,2.444915771,1.951446533,1,1,1,1,1,63.94,NaN
39:59.0,0.38878858,0.286184,0.2544758,0.37429136,0.17119747,-0.4878204,-0.14342757,0.27687055,0.7012847,0.023628272,0.12516882,0.55210537,0.19042768,-0.5744583,0.12684269,0.23478326,-0.09693618,-0.70804155,-0.2796842,-0.044720616,840.10986,851.79486,835.2747,799.41394,881.6117,100,0,0.135437012,0.294494629,0.942565918,0.964508057,2.878570557,2.504730225,1,1,1,1,1,63.94,NaN
39:59.5,0.11735301,0.24366105,0.17031561,0.20491877,0.21493481,-0.47363514,-0.23430139,0.3006125,0.76519716,-0.24972019,0.08489101,0.7826089,0.2201164,-0.6282027,0.120736495,0.2242757,-0.04842113,-0.7395797,-0.33868086,-0.059953663,820.7692,859.85345,888.86444,954.5421,1002.49084,100,0,0.129089355,0.292053223,0.94140625,0.104675293,3.611297607,1.689758301,1,1,1,1,1,63.94,NaN
40:00.0,0.04449009,0.2190482,0.28367075,0.1866709,0.32869452,-0.42404523,-0.45797014,0.4173347,0.78783697,0.15946816,0.08273813,0.786681,0.33463636,-0.6034561,0.1030743,0.3448687,0.0715358,-0.63838065,-0.34727052,0.08028236,834.4689,851.39197,832.4542,726.8865,735.34796,100,0,0.131286621,0.291687012,0.942565918,0.657958984,2.377624512,2.108459473,1,1,1,1,1,63.94,NaN
40:00.6,0.24090262,0.20935638,0.363216,0.22640716,0.42176884,-0.3373707,-0.2453981,0.40903175,0.6965269,0.19732574,0.1639065,0.79550487,0.49380895,-0.4472067,0.1758848,0.51333296,0.19208243,-0.55821437,-0.3327591,0.2161539,841.31866,858.24176,830.0366,746.2271,675.7143,100,8,0.136657715,0.294067383,0.941040039,0.792541504,2.429962158,2.811279297,1,1,1,1,1,63.94,NaN
40:01.1,1.1564771,0.3499946,0.5464948,1.1435336,0.80551314,-0.3082975,-0.29176542,0.84339684,0.8098062,0.2073281,0.1624515,0.68023646,0.6647682,-0.28561532,0.26317036,0.57900566,0.50681275,-0.27771953,-0.20228781,0.5874251,848.97437,858.6447,870.7326,983.1502,1015.38464,98,11.999999,0.133483887,0.294494629,0.942443848,0.770111084,2.601928711,2.497253418,1,1,1,1,1,63.94,NaN
40:01.6,1.2369016,0.4236359,0.70637983,1.226197,0.8141922,-0.12365117,-0.12040749,0.8490435,0.80452853,0.2553837,0.26477766,0.62942713,0.7495281,-0.17076641,0.28238127,0.65155,0.67657894,-0.19505699,-0.15292558,0.7872456,814.3223,852.1978,860.65936,860.65936,830.0366,88.000015,21.999996,0.131469727,0.296081543,0.943786621,0.672912598,2.676696777,2.228088379,1,1,1,1,1,63.94,NaN
40:02.1,1.2611315,0.36715284,0.7022616,1.2343333,0.7900869,-0.028794449,-0.1241441,0.83485794,0.82185936,0.02425575,0.19059712,0.6327135,0.7218833,-0.16897555,0.27176273,0.6707442,0.73729503,-0.17923789,-0.12549861,0.8653597,859.85345,855.82416,821.1722,760.7326,691.8315,78.00002,32,0.13684082,0.293762207,0.939453125,0.590667725,2.646789551,2.168273926,1,1,1,1,1,63.94,NaN
40:02.6,1.0324621,0.19286704,0.5928579,0.95874584,0.34905154,0.033392634,-0.08435954,0.30164564,0.7531996,0.03684944,0.18001926,1.1610426,0.649812,-0.18431278,0.1818666,0.6806054,0.6466504,-0.3827683,-0.21559389,0.81446075,830.4396,851.39197,834.87177,796.99634,851.79486,82.000015,42.000004,0.133544922,0.294921875,0.945556641,0.500946045,2.729034424,2.265472412,1,1,1,1,1,63.94,NaN
40:03.1,1.2212672,0.069429,0.23351695,1.1579236,0.35342523,-0.11471537,0.024681201,0.24946626,0.6913693,0.00972085,0.041799255,1.1544169,0.49667057,-0.2000065,0.14706866,0.60089624,0.49151194,-0.33408102,-0.15367113,0.68157727,840.5128,857.03296,870.32965,954.5421,995.2381,92.00001,52.000004,0.138671875,0.293579102,0.945678711,0.82244873,2.557067871,2.0262146,1,1,1,1,1,63.52,NaN
40:03.6,1.239691,0.07950384,0.13069701,1.2081177,0.45271942,-0.2611285,0.058772348,0.42597836,0.7115734,-0.003609121,-0.14265102,1.1604234,0.42202654,-0.23622122,0.008401693,0.46794528,0.334894,-0.31779417,-0.16675685,0.5634202,841.31866,855.82416,865.89746,927.5458,898.93774,100,52.000004,0.133361816,0.29699707,0.942504883,0.882263184,2.684173584,2.766418457,1,1,1,1,1,63.52,NaN
40:04.1,1.1131061,0.060839035,0.120374024,1.0778928,0.49110782,-0.5219839,0.084376566,0.48967844,0.72278714,0.004605772,-0.19939604,0.9204398,0.30634388,-0.25662792,0.041196737,0.28016117,0.1538062,-0.33960858,-0.18837202,0.36173296,833.2601,848.5714,830.0366,753.8828,684.17584,100,42,0.133666992,0.294006348,0.943054199,1.121520996,3.304748535,2.990722656,1,1,1,1,1,63.52,NaN
40:04.6,0.6054804,0.055324186,0.09234175,0.54400814,0.40115607,-0.38189852,-0.1250343,0.38633156,0.763205,0.094708554,-0.3039184,0.6872419,0.29295337,-0.31085566,-0.035956655,0.19446664,-0.023540553,-0.50379366,-0.31661624,0.17829046,833.663,852.6007,825.6044,756.7033,775.64105,100,36,0.133300781,0.294921875,0.941467285,0.672912598,3.110351563,2.056121826,1,1,1,1,1,63.52,NaN
40:05.2,0.23249137,-0.117945604,0.104120545,0.15209067,0.35212764,-0.3711618,-0.3118492,0.28868768,0.6690459,0.09328424,-0.22173794,0.67324543,0.27005827,-0.2815702,-0.002586103,0.17147045,-0.13165419,-0.6148935,-0.30541795,0.059680957,829.2308,856.63007,857.03296,888.46155,867.9121,100,29.999996,0.12713623,0.293212891,0.937805176,0.426177979,2.489776611,2.115936279,1,1,1,1,1,63.52,NaN
40:05.7,0.6785742,-0.07115244,0.255827,0.71212107,0.56842065,-0.23224054,-0.15367034,0.36980543,0.8859487,0.15075225,-0.024411097,0.76519394,0.3581841,-0.3215703,0.041957244,0.33814955,0.066501066,-0.504091,-0.21681239,0.11217029,844.5421,867.1062,885.64105,969.45056,953.3333,100,25.999992,0.125915527,0.290344238,0.938598633,0.635528564,2.856140137,2.355194092,1,1,1,1,1,63.52,NaN
40:06.2,1.0996706,0.003103964,0.30938688,1.139174,0.79252285,-0.20140325,0.001645635,0.61766285,1.0453234,0.104379185,0.11618812,0.7916816,0.388146,-0.28307903,0.11941341,0.43067828,0.16274251,-0.49581826,-0.22579217,0.13401525,832.8571,848.5714,827.619,780.87915,825.6044,100,17.999994,0.131713867,0.294677734,0.940979004,0.635528564,2.91595459,2.213134766,1,1,1,1,1,63.52,NaN
40:06.7,1.1712257,0.18239231,0.41594633,1.2084545,0.7674076,-0.18060228,0.041242838,0.65141267,1.0586302,0.104379185,0.123207286,0.75717723,0.46945965,-0.25775403,0.11429421,0.53587353,0.27297235,-0.49424383,-0.29547504,0.13646747,841.31866,860.65936,869.92676,940.4396,1017.3993,100,7.9999967,0.132751465,0.295410156,0.938781738,0.710296631,2.183227539,2.579498291,1,1,1,1,1,63.52,NaN
40:07.2,1.122796,0.2777557,0.42056894,1.1616722,0.68710744,-0.20045052,-0.064232714,0.6278971,1.0374335,0.11063219,0.09205922,0.74790084,0.41160303,-0.20955004,0.069515355,0.5133502,0.19245043,-0.544803,-0.3810036,0.044119876,840.9158,851.39197,870.7326,939.6337,903.36993,100,0,0.130126953,0.293945313,0.94329834,0.949554443,2.317810059,2.646789551,1,1,1,1,1,63.52,NaN
40:07.7,0.6017968,0.34684348,0.37144408,0.6511434,0.11662746,-0.2642247,-0.28598285,0.4150979,0.8723629,-0.14429982,0.055603296,0.7250903,0.36633217,-0.17560828,0.03539947,0.4416089,0.035340216,-0.7067879,-0.36958605,0.003465192,847.76556,856.2271,836.08057,776.04395,705.9341,100,0,0.131530762,0.297424316,0.942443848,1.076660156,3.162689209,2.198181152,1,1,1,1,1,63.52,NaN
40:08.2,0.43824378,0.20090428,0.2945268,0.51341945,0.23085621,-0.31345147,-0.25421536,0.44419497,0.84302926,-0.13958748,0.15695293,0.8102835,0.30997744,-0.17680773,0.077255316,0.40242806,-0.22898181,-0.77140117,-0.36471882,-0.09257833,840.5128,852.1978,830.0366,763.5531,797.8022,100,0,0.128723145,0.29473877,0.94329834,0.284118652,2.654266357,2.056121826,1,1,1,1,1,63.52,NaN
40:08.7,0.5502445,-0.047434557,0.4296768,0.66417766,0.33714712,-0.47234213,-0.23624554,0.47562522,0.9355448,-0.15440296,0.17180325,0.87215644,0.31301722,-0.21028918,0.11912554,0.36697373,-0.36937538,-0.83701664,-0.34042963,-0.062315732,829.2308,856.2271,864.2857,919.4872,970.2564,100,0,0.124450684,0.295593262,0.942932129,0.904693604,2.863616943,2.183227539,1,1,1,1,1,63.52,NaN
40:09.2,0.60155654,-0.40914074,0.4889619,0.6788072,0.3908544,-0.6508426,-0.28767148,0.29800996,1.1965569,-0.22488402,0.13317133,0.8541526,0.39425665,-0.27637264,0.13873874,0.31005555,-0.48416626,-0.7839801,-0.3582589,0.016170667,845.7509,861.06226,876.3736,952.52747,949.707,100,0,0.129882813,0.295410156,0.940795898,0.456085205,2.87109375,2.317810059,1,1,1,1,1,63.52,NaN
40:09.7,0.5546321,-0.2733545,0.5302896,0.55341095,0.28470802,-0.46889758,-0.22600414,0.15567708,1.1630377,-0.23831986,0.13317133,0.84860414,0.35400242,-0.3357693,0.15034144,0.30260545,-0.41543406,-0.75002974,-0.34775954,0.055686716,838.9011,851.39197,831.2454,805.8608,836.4835,100,0,0.126586914,0.295593262,0.941040039,0.613098145,2.796325684,2.115936279,1,1,1,1,1,63.52,NaN
40:10.2,0.4565877,-0.047358975,0.41629192,0.35954806,0.25316015,-0.40929154,-0.24876419,0.06973787,1.1652925,-0.22387879,0.012120173,0.8509269,0.29235017,-0.32988754,0.13029549,0.30836812,-0.3512209,-0.73510665,-0.38101888,0.07306281,838.9011,860.65936,873.5531,969.45056,989.19415,100,0,0.127258301,0.294128418,0.941589355,0.717773438,2.130889893,2.497253418,1,1,1,1,1,63.52,NaN
40:10.7,0.34789908,0.018695034,0.29106954,0.34561014,0.13133664,-0.31747663,-0.31737694,0.103932485,0.83339274,-0.20380835,-0.2340202,0.65838313,0.0131866,-0.33019647,0.0250962,0.3855299,-0.3295941,-0.69867605,-0.319997,-0.006656331,852.1978,857.03296,852.1978,902.1612,832.4542,100,0,0.125671387,0.295654297,0.943481445,0.82244873,2.73651123,2.392578125,1,1,1,1,1,63.52,NaN
40:11.2,0.14365496,0.030931765,0.07749329,0.20744936,0.101038575,-0.48234302,-0.4859222,0.022879692,0.94507754,-0.20626312,-0.28324288,0.8947282,-0.021918751,-0.34686798,-0.015231201,0.36761463,-0.3550123,-0.6231631,-0.2607243,-0.003398096,836.4835,847.76556,822.381,736.55676,694.2491,100,0,0.123901367,0.29473877,0.943054199,1.106567383,2.437438965,2.213134766,1,1,1,1,1,63.52,NaN
40:11.8,0.13271052,0.051628605,-0.052432057,0.21909225,0.05319001,-0.5973227,-0.4656296,-0.10303106,1.0595514,-0.1484533,-0.2911122,0.89328754,0.06798686,-0.35702845,0.0103496,0.3706071,-0.33688134,-0.5517288,-0.23031531,-0.039350454,832.0513,832.4542,875.9707,965.42126,981.9414,100,0,0.128845215,0.297119141,0.942382813,0.568237305,2.400054932,2.0262146,1,1,1,1,1,63.52,NaN
40:12.3,0.33012968,0.0966337,-0.09509422,0.268308,0.06186284,-0.66119593,-0.3955894,-0.13632639,1.0300033,-0.12933996,-0.083051756,0.8741092,0.21185523,-0.3742604,0.087518826,0.3451226,-0.19166866,-0.50714236,-0.17813987,-0.029319672,826.8132,845.34796,833.663,800.6227,780.87915,100,0,0.129516602,0.297302246,0.938964844,0.388793945,3.043060303,2.272949219,1,1,1,1,1,63.52,NaN
40:12.8,0.520839,0.5237264,0.55574435,0.4534029,0.38408744,-0.3726778,-0.10348317,0.14001405,1.0127844,0.054646693,0.08451831,0.8997406,0.4021218,-0.27065822,0.13874818,0.42461973,-0.04556084,-0.4336524,-0.14752987,0.07149116,848.1685,852.6007,817.9487,744.61536,740.18317,100,0,0.120788574,0.2890625,0.942504883,0.411224365,2.796325684,2.063598633,1,1,1,1,1,63.52,NaN
40:13.3,1.1988953,0.67982733,0.7751771,1.1758063,0.6089607,-0.3201739,0.059052926,0.5234218,0.89685655,0.049423147,0.08451831,0.9304577,0.48107865,-0.2056666,0.15872096,0.48053423,0.0621278,-0.40497923,-0.10726703,0.13937616,844.94507,861.4652,855.42126,892.8938,948.49817,100,0,0.125671387,0.293395996,0.94329834,0.672912598,2.886047363,2.586975098,1,1,1,1,1,62.91,NaN
40:13.8,1.2448789,0.6814573,0.7938488,1.2319236,0.62368405,-0.35795498,0.055198703,0.52769095,0.89069456,0.0206755,0.11506325,0.94052196,0.42601895,-0.19767152,0.12542993,0.44541588,0.043317474,-0.49221945,-0.17076041,0.15174994,840.5128,858.24176,877.1795,958.1685,969.85345,100,0,0.123901367,0.292114258,0.942382813,0.897216797,2.743988037,2.73651123,1,1,1,1,1,62.91,NaN
40:14.3,1.2206628,0.41483998,0.5105634,1.2177094,0.48093134,-0.6106258,-0.11252871,0.45586902,0.8921529,-0.16820018,0.04933019,1.0130711,0.27316922,-0.25303146,0.0673793,0.31267875,-0.038047593,-0.55569196,-0.2078309,0.16271424,838.49817,856.2271,834.4689,795.38464,832.0513,100,0,0.120666504,0.294494629,0.945678711,0.994415283,2.437438965,2.557067871,1,1,1,1,1,62.91,NaN
40:14.8,0.62965184,0.12516423,0.07566318,0.63900924,0.33735913,-0.47344735,-0.1897233,0.15310903,0.95193356,-0.11258561,0.07671,1.0531832,0.20873342,-0.33565518,0.058380567,0.26867488,-0.16545853,-0.59034985,-0.23334564,0.1444724,819.9634,861.06226,873.5531,951.31866,1007.326,100,0,0.120422363,0.294677734,0.944335938,1.211242676,3.087921143,2.572021484,1,1,1,1,1,62.91,NaN
40:15.3,0.5302134,0.116685696,0.07873046,0.5466089,0.34952322,-0.3852966,-0.17174925,0.3596938,0.9244631,0.20902637,0.07504433,1.0917698,0.26559356,-0.41219655,0.13456641,0.34480897,-0.23039371,-0.5161884,-0.26318026,0.17818995,829.6337,853.8095,854.61536,871.9414,819.9634,100,0,0.124389648,0.294555664,0.945861816,0.598144531,2.751464844,1.996307373,1,1,1,1,1,62.91,NaN
40:15.8,0.82218814,0.32803205,0.11583199,0.79502785,0.41944045,-0.34987378,-0.15350972,0.5110898,0.90317184,0.32918125,-0.075230494,1.0198058,0.36689812,-0.41727018,0.19884853,0.45272392,-0.08045988,-0.5440112,-0.2907522,0.16859807,831.6484,859.85345,824.7985,733.3333,687.3993,100,0,0.120849609,0.294311523,0.944152832,0.441131592,3.170166016,2.175750732,1,1,1,1,1,62.91,NaN
40:16.3,1.0256966,0.33140746,0.04314438,1.0247686,0.5524581,-0.1887713,-0.18349825,0.6530278,1.0587393,0.3295835,0.06771501,1.1385809,0.48839644,-0.34621057,0.19391671,0.4835325,0.1363991,-0.4896656,-0.24912588,0.28932047,843.73627,848.1685,846.1539,834.87177,902.1612,100,0,0.121704102,0.292358398,0.948852539,0.97946167,2.654266357,2.497253418,1,1,1,1,1,62.91,NaN
40:16.8,1.2522308,0.4076076,0.26980308,1.2213347,0.7296452,-0.08391448,-0.005168031,0.7447031,1.130243,0.35582936,0.17340793,1.1484475,0.5881874,-0.276459,0.19708444,0.4918271,0.2622619,-0.36705336,-0.21444425,0.38446417,837.28937,854.61536,863.8828,967.8388,1003.69965,100,0,0.119140625,0.295227051,0.94543457,1.054229736,3.132781982,2.601928711,1,1,1,1,1,62.91,NaN
40:17.3,1.1882513,0.28797075,0.25634328,1.1438184,0.74528885,-0.039408885,-0.009958024,0.6754053,1.1464528,0.1017042,0.1732988,1.2539595,0.5299593,-0.25556618,0.09614455,0.38089713,0.19622172,-0.40264452,-0.2450775,0.33385104,822.381,849.3773,830.0366,732.9304,785.7143,100,0,0.11895752,0.296447754,0.943725586,0.740203857,2.975769043,2.138366699,1,1,1,1,1,62.91,NaN
40:17.9,1.0035111,0.11247795,0.1756395,0.93615294,0.59640366,-0.2034501,-0.085647136,0.5844788,1.0614271,0.09232696,0.18368816,1.0722579,0.37402147,-0.2625299,0.0708122,0.36064464,0.06852112,-0.50178564,-0.34374487,0.18015876,843.73627,857.4359,824.3956,746.2271,703.1135,100,0,0.122131348,0.294616699,0.942810059,0.620574951,2.362670898,2.123413086,1,1,1,1,1,62.91,NaN
40:18.4,0.9917019,-0.053943574,0.61721945,0.9299731,0.64695513,-0.22844839,-0.2015215,0.68523854,1.0608191,-0.06355815,0.19922195,1.3831208,0.3551572,-0.26491922,0.034935296,0.4768215,0.03714591,-0.5469261,-0.27471146,0.121782556,831.2454,854.61536,854.21246,910.2198,915.05493,100,0,0.119628906,0.297485352,0.942077637,0.343933105,2.213134766,2.198181152,1,1,1,1,1,62.91,NaN
40:18.9,1.3039783,-0.13537446,1.1821897,1.1845837,0.6011171,-0.29604435,0.00586262,0.7095204,1.0759897,-0.09003802,0.21313009,1.524363,0.5115348,-0.2615425,0.14126424,0.6253095,0.22042032,-0.2751414,-0.13011044,0.27248743,843.73627,856.63007,824.3956,759.5238,701.9048,100,0,0.124328613,0.296630859,0.95135498,1.143951416,2.564544678,2.198181152,1,1,1,1,1,62.91,NaN
40:19.4,1.3369371,-0.023365663,1.2276618,1.2205895,0.55147344,-0.21864597,0.06644432,0.64284956,1.1247004,-0.101105966,0.2633078,1.524363,0.53062785,-0.30614027,0.10545145,0.676466,0.28910828,-0.2593584,-0.09651981,0.37611958,848.97437,851.39197,828.4249,790.9524,814.3223,100,0,0.119262695,0.298828125,0.941162109,1.009368896,3.379516602,2.527160645,1,1,1,1,1,62.91,NaN
40:19.9,1.2380477,0.13901445,1.1390102,1.1100973,0.2950464,-0.3291848,0.081359394,0.21754879,1.0893319,-0.11367342,0.10620056,1.444132,0.42495203,-0.30563435,0.0673661,0.58259076,0.27278596,-0.29237214,-0.12717786,0.39947125,847.76556,856.2271,867.9121,952.52747,1033.1135,100,0,0.122253418,0.299743652,0.943786621,0.942077637,2.572021484,2.392578125,1,1,1,1,1,62.91,NaN
40:20.4,0.78645664,0.13501303,0.46389186,0.7589768,0.32298443,-0.26417446,-0.086750194,0.028512448,1.0438511,-0.040298548,0.10530177,1.006901,0.27123788,-0.22984345,-0.03153369,0.4840652,0.10086928,-0.5323216,-0.2445867,0.29697794,835.6777,849.3773,828.4249,726.08057,715.6044,100,0,0.12121582,0.297485352,0.944091797,0.575714111,2.370147705,1.93649292,1,1,1,1,1,62.91,NaN
40:20.9,0.666267,-0.004347292,0.038555294,0.52574426,0.31389862,-0.4049844,-0.22569619,-0.01743464,0.9756626,-0.039416548,-0.008994478,0.92623293,0.24175042,-0.26943314,0.009546621,0.39709738,-0.28431728,-0.61294866,-0.31599665,0.16723573,836.8865,847.3626,819.5604,736.55676,692.23444,100,0,0.114318848,0.293151855,0.943603516,0.598144531,2.489776611,2.542114258,1,1,1,1,1,62.91,NaN
40:21.4,0.48868635,-0.2527817,-0.050024588,0.28661227,0.21375674,-0.39590052,-0.31822127,-0.015518636,0.76020557,-0.039416548,-0.052156486,0.9229816,0.26762098,-0.26029405,-0.008925777,0.43878976,-0.41852412,-0.56244063,-0.35383055,0.098687455,840.10986,856.2271,877.98535,965.42126,999.67035,100,0,0.111938477,0.293273926,0.940551758,0.463562012,3.551483154,1.921539307,1,1,1,1,1,62.91,NaN
40:21.9,0.57645255,-0.08319534,0.06030102,0.43008974,0.20097628,-0.47757593,-0.44013765,0.07628921,0.6693276,-0.06404601,-0.1391886,0.8489479,0.25359184,-0.29903266,0.05087944,0.37492406,-0.39473057,-0.6241412,-0.40502858,0.13428663,849.3773,852.6007,836.4835,843.3333,757.50916,100,0,0.118286133,0.293762207,0.943054199,0.740203857,3.065490723,2.332763672,1,1,1,1,1,62.91,NaN
40:22.4,0.55526745,0.007460987,0.06365972,0.40903023,0.13643618,-0.59031266,-0.6410324,0.09377069,0.58443123,-0.117190085,-0.1769143,0.5923996,0.275758,-0.23789841,-0.001974707,0.3997098,-0.26731172,-0.5941281,-0.36507484,0.111564286,836.4835,852.1978,814.3223,729.707,734.5421,100,0,0.119384766,0.294677734,0.94329834,0.919647217,3.573913574,2.923431396,1,1,1,1,1,62.91,NaN
40:22.9,0.5298093,0.050984446,0.18589933,0.3660832,0.07362841,-0.5621389,-0.6745784,0.10937086,0.78646284,-0.11023154,-0.028617756,0.7254678,0.3548261,-0.2781472,0.08869631,0.3751263,-0.1687209,-0.61101025,-0.33643502,0.05771089,849.7802,858.24176,856.63007,873.95605,952.9304,100,0,0.115905762,0.296813965,0.945983887,0.814971924,2.168273926,2.041168213,1,1,1,1,1,62.31,NaN
40:23.4,0.41301224,-0.13297923,0.10323849,0.1828358,-0.13640271,-0.48266494,-0.57476807,0.044757348,0.8162651,-0.11322805,-0.033148684,0.9681151,0.40233725,-0.3528995,0.10892072,0.37360817,-0.09226382,-0.5040823,-0.26897547,0.036956523,840.10986,853.8095,874.7619,960.58606,999.67035,100,0,0.114929199,0.295959473,0.950378418,0.785064697,2.527160645,2.377624512,1,1,1,1,1,62.31,NaN
40:24.0,0.20117386,-0.31376925,0.09320732,0.17666738,-0.026090048,-0.39716575,-0.5216437,0.10637928,0.82755685,-0.07799376,-0.025653005,0.9619032,0.44847956,-0.3861023,0.13470685,0.33322862,-0.018272988,-0.4426637,-0.24929614,0.03403977,838.49817,850.989,836.8865,812.3077,757.9121,100,0,0.112670898,0.295593262,0.942199707,0.411224365,2.87109375,2.459869385,1,1,1,1,1,62.31,NaN
40:24.5,0.9384057,-0.14590925,0.31953675,0.9716604,0.5961755,-0.54809225,-0.069288254,0.6462273,1.0031585,-0.0982293,0.070477016,1.1126271,0.5849065,-0.23578167,0.11090665,0.5119982,0.20070809,-0.38247976,-0.1789539,0.31138065,823.5897,843.3333,815.5311,718.022,754.68866,100,0,0.112670898,0.293640137,0.946777344,0.93460083,3.192596436,1.988830566,1,1,1,1,1,62.31,NaN
40:25.0,1.0010493,-0.0484415,0.30485475,1.0353811,0.660307,-0.61370766,-0.001330839,0.66508734,1.0144323,-0.11815963,0.092263944,1.1424406,0.60789144,-0.22191307,0.059713308,0.57508343,0.24136841,-0.4349062,-0.2137605,0.3103848,837.6923,848.97437,860.65936,923.1135,890.87915,100,0,0.109191895,0.29296875,0.943725586,1.061706543,2.572021484,3.162689209,1,1,1,1,1,62.31,NaN
40:25.5,1.0502459,0.2381036,0.3609215,1.0601565,0.75530833,-0.4675998,0.09716133,0.69639885,1.0727358,0.009460106,0.092263944,1.1748377,0.5708677,-0.18511714,0.14064024,0.61650604,0.2550036,-0.5433416,-0.2566322,0.36937115,842.1245,843.73627,815.9341,765.9707,676.52014,100,0,0.112670898,0.297912598,0.943847656,0.986938477,2.751464844,2.205657959,1,1,1,1,1,62.31,NaN
40:26.0,1.0136149,0.3719552,0.31128705,0.9741807,0.89948636,-0.29983786,-0.10207822,0.6757895,1.1814828,0.13019618,0.008767895,1.2382737,0.47132626,-0.26272294,0.12527825,0.5849406,0.1952472,-0.69928396,-0.3055693,0.253435,821.5751,844.94507,826.8132,743.00366,796.99634,100,0,0.112487793,0.295043945,0.94909668,0.620574951,3.087921143,1.644897461,1,1,1,1,1,62.31,NaN
40:26.5,1.105098,0.4014189,0.48829958,1.0480762,0.9459851,-0.32373834,-0.055974167,0.79274666,1.092276,0.12554403,-0.049813136,1.1062293,0.45637724,-0.25707883,0.11092908,0.5966942,0.33827814,-0.5539432,-0.27386513,0.33297035,850.989,848.1685,820.3663,753.47986,730.5128,100,0,0.11340332,0.296447754,0.952026367,0.411224365,3.065490723,1.532745361,1,1,1,1,1,62.31,NaN
40:27.0,1.147919,0.40768114,0.57621557,1.1391755,0.9200488,-0.45984286,-0.10840988,0.8705306,1.1188306,0.085888304,0.07908955,1.208994,0.51014376,-0.2930228,0.022361146,0.6027638,0.37490562,-0.46989715,-0.15221874,0.327889,851.79486,853.00366,867.1062,955.7509,913.44324,100,0,0.111022949,0.294433594,0.944885254,0.986938477,2.654266357,2.968292236,1,1,1,1,1,62.31,NaN
